lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
W01001174,4,9,7,7,9.250786484,37.78975712,22.18864435,23.2235296
W01001175,3,2,2,1,5.247405548,3.884091067,2.835860998,3.988068923
W01001176,2,5,2,1,3.712107659,13.53843301,2.789749496,6.748680086
W01001177,2,7,2,1,2.593430212,26.19242809,2.595866277,10.61789339
W01001178,2,8,3,2,2.803880531,31.40692712,7.706277952,14.14670752
W01001179,1,9,7,6,2.312583389,39.13058898,23.62446354,21.86362574
W01001180,2,9,3,4,4.88664398,41.37471896,6.523331619,17.8326964
W01001181,2,9,3,5,4.58252463,45.35616262,6.035819783,18.92514895
W01001182,8,7,4,6,31.40479578,24.30768207,9.512563514,21.76734047
W01001183,9,7,4,8,39.90386444,23.46395023,11.28106592,24.8687701
W01001184,4,8,7,6,8.33309886,35.50213123,20.83048671,21.69470786
W01001185,5,6,6,3,11.93989314,18.62377828,16.29664364,15.65014175
W01001186,2,7,7,3,3.153767013,22.44561689,22.80645805,16.19838402
W01001187,2,6,4,1,2.987139417,16.53545006,9.604893938,9.777424029
W01001188,2,3,6,1,4.657678676,6.382164286,19.46929996,10.13183881
W01001189,2,9,3,4,4.399988365,39.41564218,6.813413324,17.1017409
W01001190,2,9,3,4,3.765874665,42.36562415,5.980010518,17.62045432
W01001191,2,9,4,5,3.65974178,42.4929752,9.78318083,18.88377603
W01001192,2,8,8,7,2.959897644,33.74256296,35.30180658,24.0988338
W01001193,4,7,7,4,8.220823012,23.54406686,20.80089924,17.58215107
W01001194,3,8,7,6,5.780490858,32.20277671,25.84338301,21.38482246
W01001195,4,6,4,2,8.365166787,19.83495862,9.819838428,12.74493765
W01001196,3,8,8,7,6.057048703,29.99136074,32.53167648,22.93134196
W01001197,2,9,8,8,3.747938361,39.97490617,31.6727558,25.28029717
W01001198,3,8,9,9,5.396886587,32.07296132,47.17766223,28.25440796
W01001199,4,8,9,8,8.138524325,29.85348422,41.9135852,26.66738078
W01001200,6,4,5,2,17.65886132,10.22952203,11.71244626,13.17056899
W01001201,5,5,6,3,14.47358891,15.15946983,16.01658543,15.21597727
W01001202,1,9,1,3,1.025758091,40.95124426,1.881102845,14.88268716
W01001203,1,9,2,3,1.272252337,43.559676,2.65440936,16.1060882
W01001204,4,8,2,3,9.28660464,34.27478785,3.607494855,15.9084807
W01001205,4,8,2,3,9.03623521,33.3565432,3.031786581,15.32367188
W01001206,6,5,2,2,18.32133945,14.55744538,3.604312902,12.18499671
W01001207,3,9,2,5,5.802885618,46.2042277,2.680680181,18.50901413
W01001208,8,4,2,3,32.47802085,10.92664082,3.502088632,15.58849401
W01001209,3,9,2,3,5.641710762,37.12431646,5.009426673,16.13714295
W01001210,3,6,3,1,7.98712075,20.10719973,6.320495963,11.55796142
W01001211,4,7,2,2,10.05617775,24.30924751,3.712747004,12.80888932
W01001212,3,7,2,1,7.503338802,21.63153997,3.775489157,11.07673682
W01001213,3,3,3,1,5.938418337,7.371782435,5.064961262,6.137521295
W01001214,2,6,2,1,4.771206936,17.42788923,4.653015974,9.035475899
W01001215,3,6,2,1,5.287080976,17.49763616,4.813421897,9.282362242
W01001216,3,6,2,1,7.165073571,19.32389258,4.803363686,10.51970777
W01001217,5,5,6,3,14.77463853,15.05872979,18.87085016,16.22297939
W01001218,8,3,6,5,31.91334981,7.618976436,20.3273368,19.82987857
W01001219,5,5,6,3,15.12164059,12.01498827,18.76481279,15.26762563
W01001220,4,5,7,4,10.98621084,13.0746496,25.18842687,16.38301131
W01001221,2,9,7,7,3.157511332,43.62484382,25.97092027,24.44482932
W01001222,2,9,5,6,3.219380765,48.85357561,13.25691215,22.04739237
W01001223,4,7,4,3,11.17027288,24.92643251,10.27200005,15.55093712
W01001224,2,9,7,7,5.043273271,36.7018805,24.69602792,22.29260876
W01001225,3,9,6,6,5.229642204,38.66710964,19.46295875,21.29537559
W01001226,5,6,6,3,11.74506031,15.97514168,19.8517184,15.85848515
W01001227,7,7,4,5,23.08382165,25.57717313,11.23491116,20.02142069
W01001228,9,4,4,6,42.19804809,8.436502092,9.979646509,20.08704993
W01001229,7,6,7,6,24.96505867,19.59904378,20.70968694,21.73634094
W01001230,5,4,5,2,13.24045892,8.859625171,15.09121221,12.36172403
W01001231,8,6,6,7,28.86306384,19.64756746,19.67826682,22.69881205
W01001232,6,6,6,5,17.17279704,20.47792458,18.46902546,18.72429578
W01001233,1,10,1,6,1.103824066,58.07294904,2.139973951,20.81525602
W01001234,4,9,4,6,9.707551119,43.88004416,9.091099274,21.12276964
W01001235,6,8,4,5,16.97961786,31.87198811,10.13634563,19.78474391
W01001236,8,7,5,6,27.01750713,24.92160879,11.97649429,21.34136746
W01001237,4,5,6,2,9.563629193,15.20052185,18.0836526,14.29178042
W01001238,3,8,9,8,6.243285496,28.26968105,42.53443013,25.70833771
W01001239,3,8,9,8,6.309041007,31.72240232,39.45795031,25.88872392
W01001240,3,9,4,5,5.995538738,38.98789449,9.506805151,18.37165761
W01001241,2,6,3,1,4.511586711,16.35085154,7.750434311,9.605756462
W01001242,5,5,4,2,14.49605699,14.11604777,9.608198318,12.75386049
W01001243,7,3,4,2,24.11594068,5.155321755,10.87420686,13.29955809
W01001244,3,8,6,5,5.925744156,32.15868935,20.22880089,19.56495424
W01001245,3,8,6,5,5.505145335,34.2313681,18.02163492,19.40250264
W01001246,3,7,7,5,6.127953618,26.92260245,24.61497663,19.29885182
W01001247,8,1,5,2,27.148201,2.167456734,12.70400169,13.88816218
W01001248,10,2,4,6,51.41185423,2.595866277,9.920949122,21.12241964
W01001249,2,2,6,1,3.002632084,4.637036739,18.09320864,8.538219932
W01001250,2,8,4,4,3.153143019,34.9510309,10.93276591,16.53170045
W01001251,2,7,7,5,3.493220999,24.7358635,26.58830016,18.33709557
W01001252,2,8,6,4,2.415082236,28.7640475,19.76033267,17.09766307
W01001253,3,8,5,4,5.381069731,30.71409314,14.14118731,16.88513649
W01001255,2,7,6,3,2.462869956,23.67314134,19.62584684,15.3381446
W01001256,5,9,3,5,12.19918204,37.77007336,8.000213291,19.5076254
W01001257,6,8,3,5,16.27676257,31.38775217,7.929448345,18.65988534
W01001258,7,7,4,5,25.03765805,22.03072296,8.538795008,18.57067531
W01001259,4,8,5,4,11.12081018,27.08806023,13.60615999,17.36984063
W01001260,4,7,5,4,11.5141368,25.82665431,12.84812055,16.82060739
W01001261,7,6,5,4,21.32013216,19.20822495,13.29082355,17.95241187
W01001262,9,8,4,8,37.66351164,29.15303204,9.84903966,25.59117282
W01001263,7,8,5,8,26.59348644,34.41282701,13.48654593,24.92677186
W01001264,6,9,6,7,19.66163291,37.75602384,16.23925627,24.68434154
W01001265,2,7,2,1,3.280162157,26.26049141,2.496805034,10.83496625
W01001266,2,8,1,1,2.810641923,29.4702024,2.21173719,11.67725392
W01001267,1,9,1,4,1.642635997,50.16933448,1.756274809,18.17921429
W01001268,1,7,1,1,2.314989886,24.58010132,2.155503662,9.83249732
W01001269,7,4,2,1,21.42484793,9.401762778,4.204515123,11.65428915
W01001270,6,2,2,1,20.5349823,4.035314572,4.642361917,9.680530547
W01001271,3,7,2,1,5.090063521,24.09266657,3.648262771,11.07515431
W01001272,4,7,2,1,9.60076413,21.88232927,3.647625217,11.81196044
W01001273,7,4,2,2,23.31504184,10.99322923,4.109349318,12.78774702
W01001274,2,9,3,3,3.337959287,36.14257976,7.713124246,15.93533469
W01001275,2,8,4,2,3.018755536,27.07040166,10.00821081,13.50283546
W01001276,2,8,2,2,2.984661559,33.22006946,3.062842626,13.2905
W01001277,4,8,9,9,11.23757142,33.33335499,46.81246417,30.48985244
W01001278,7,6,9,9,24.02143911,17.80470064,49.2113215,30.22040922
W01001279,8,5,9,9,30.95108361,14.81604485,48.67225221,31.31315607
W01001280,2,9,3,4,4.45671039,42.16059619,5.074456192,17.47988768
W01001281,4,7,3,2,11.01341904,21.64129617,6.111626121,13.0093056
W01001282,2,7,3,2,3.250064691,26.64368086,6.849290959,12.39163886
W01001283,2,9,2,4,2.399376323,47.8343183,3.322239169,18.15180133
W01001284,2,10,3,6,4.130173909,51.63161738,5.469232468,20.72255401
W01001285,3,4,5,1,7.14279742,9.70091423,12.84051279,9.892803208
W01001286,3,5,5,1,7.669798759,12.08940911,14.16635437,11.31632963
W01001287,3,6,5,2,5.738559366,20.23011193,11.66812909,12.62244525
W01001288,3,6,5,2,6.28185833,18.33340925,13.55706258,12.78020305
W01001289,1,10,8,9,0.880024088,52.96353585,35.14831052,29.89695261
W01001290,2,9,8,8,2.947525678,44.67067509,27.94285386,25.38185478
W01001291,2,9,4,3,3.160007884,36.68310572,8.439642792,16.30014067
W01001292,2,7,6,3,4.757821549,23.2476736,17.71520561,15.32030798
W01001293,3,4,3,1,7.121284297,9.011267017,5.426486439,7.204595129
W01001294,2,7,2,1,3.592861518,25.62353799,3.594133612,11.08371131
W01001295,2,6,4,1,4.779911618,20.4342319,9.422241203,11.63434928
W01001296,2,8,3,2,3.826191908,29.15109965,7.022139304,13.49132318
W01001297,3,7,7,5,5.431308627,26.6818326,26.24175391,19.52393372
W01001298,4,3,8,4,10.77664882,7.964034432,33.06377567,17.17511179
W01001299,3,5,4,1,6.495173066,14.37580239,9.583427031,10.19371084
W01001300,3,4,5,1,7.934824988,11.27129468,13.83833217,11.01738206
W01001301,5,3,5,1,14.76533237,6.34700742,14.91884721,11.95376178
W01001302,1,8,2,2,1.583695025,35.50722546,4.788619595,14.17532048
W01001303,1,9,2,4,1.531881838,45.48552325,4.262066109,17.37708073
W01001304,1,5,3,1,1.932526151,14.38902,6.065545761,7.531630531
W01001305,7,4,5,3,24.7757682,9.516677514,13.35587946,15.81911408
W01001306,5,4,5,2,14.19255735,8.533275324,14.36970451,12.32686002
W01001307,7,3,5,3,23.91808779,6.187683136,13.46015783,14.43863332
W01001308,3,6,4,1,5.702280472,18.00139612,9.40995196,11.10751138
W01001309,3,7,5,2,5.842128994,21.53559256,13.5462752,13.72027485
W01001310,4,6,7,3,8.436502092,16.12490931,21.82604923,15.4691111
W01001311,4,7,8,6,8.550627366,20.67891741,31.12517855,20.12384787
W01001312,2,7,3,2,4.000328486,26.51753795,6.465607608,12.46972181
W01001313,2,6,4,1,4.542719416,16.31985995,9.963699544,10.33587064
W01001314,2,9,2,3,4.455389683,38.39401746,3.713386367,15.74966203
W01001315,9,1,2,5,49.83920819,1.391583887,4.417122136,18.37772753
W01001316,5,6,7,4,13.11695229,19.31507131,21.14483931,17.87351547
W01001317,5,6,3,2,11.72965347,19.43634473,5.664666707,12.34848287
W01001318,7,3,2,1,21.50924238,8.027963298,3.443878106,10.96403728
W01001319,2,9,6,7,2.678235118,49.52312229,20.54694255,24.50217021
W01001320,2,9,3,4,2.683125505,41.2926737,7.221603235,17.30806954
W01001321,2,8,3,3,2.765194443,34.57125781,6.421690192,14.78589958
W01001322,2,7,4,1,3.73257551,23.51682613,8.274553469,11.95807345
W01001324,2,4,2,1,4.268615115,8.484444428,4.739763623,5.857476089
W01001325,2,8,4,3,4.860418464,33.21084625,8.710565585,15.77011246
W01001326,4,7,4,2,9.039458888,22.07898018,8.987130029,13.4556276
W01001327,2,7,3,1,2.901189986,26.91909497,5.349468614,11.87520963
W01001328,2,7,3,1,3.67122652,22.7551885,5.65770794,10.81531246
W01001329,2,6,3,1,2.51864691,17.59797704,6.000481735,8.794624646
W01001330,3,5,8,3,7.566754143,12.70589214,27.28142315,15.81990183
W01001331,4,3,8,3,10.28220646,6.466328265,30.1906385,15.55459045
W01001332,2,8,9,8,3.081496401,30.98035678,49.1144566,27.7579858
W01001333,3,6,8,5,5.708555418,19.71541663,33.40996498,19.61235338
W01001334,2,9,5,6,3.48055888,42.54134656,15.31141209,20.66540825
W01001335,2,10,7,8,2.9654672,56.31408918,22.54254543,27.56443449
W01001336,4,7,4,2,11.29173018,22.56285086,8.736004694,14.2805218
W01001337,7,2,4,2,26.3219211,3.631054993,10.57414794,13.41026148
W01001338,6,5,4,2,19.90724175,11.95269692,8.860424884,13.55724694
W01001339,3,8,4,3,7.740529822,30.79074376,9.797337068,16.25634895
W01001340,4,6,6,3,8.175755177,20.49118119,20.1045917,16.29951607
W01001341,4,3,6,1,11.30684635,7.176219742,17.00125545,11.78158831
W01001342,2,8,3,3,2.760900003,34.06089617,6.415217667,14.60882353
W01001343,2,9,3,4,2.580036469,40.65301079,6.304746869,16.75400217
W01001344,6,2,7,3,16.29553868,4.976980733,25.21446553,15.39047484
W01001345,2,9,4,5,4.036611375,42.59328616,10.23037082,19.18982142
W01001346,4,7,4,3,9.546320053,23.34504673,11.38614653,14.84502986
W01001347,7,8,8,9,26.51064596,31.1673269,33.19471452,30.29966011
W01001348,7,7,9,9,21.90346984,25.02473473,50.07795638,32.26228046
W01001349,5,9,10,10,12.00306658,37.80101255,52.48960693,34.13492653
W01001350,10,4,10,10,65.85851588,11.24111891,51.81723392,42.65497786
W01001351,4,9,5,7,9.439457181,43.6901968,15.23426036,22.9969937
W01001352,5,6,5,3,12.52980361,20.44084667,12.0581414,15.06390972
W01001353,4,8,6,6,9.526554116,32.29120576,18.40838368,20.19753943
W01001354,2,7,3,1,3.243172899,25.81829453,5.812690186,11.76665496
W01001355,2,8,3,2,3.380772448,30.84683966,5.837219908,13.52986296
W01001356,2,8,9,7,4.501659606,28.59933285,37.14619041,23.46756367
W01001357,2,9,9,9,2.757833036,49.13287563,36.54144894,29.67394077
W01001358,2,10,8,8,2.443500939,52.6930612,27.40825514,27.76672031
W01001359,2,8,7,6,3.184363472,33.4705046,24.30768207,20.45234659
W01001360,1,10,5,7,2.084511042,56.98472159,11.92526898,23.99803275
W01001361,2,9,8,8,2.452578135,47.96092411,31.25185604,27.42917747
W01001362,3,8,5,4,7.08275936,33.64368702,11.72240676,17.64455841
W01001363,2,9,7,8,2.519860956,49.88675998,21.89924017,25.01980177
W01001364,2,9,5,6,3.121341757,42.66272192,14.16937626,20.2112624
W01001365,2,8,5,4,4.005508253,32.65286128,14.99703485,17.37281206
W01001366,2,9,3,5,3.231273755,45.0841464,7.758056051,18.95508861
W01001367,3,5,3,1,5.172346518,15.4270951,7.759580703,9.512748318
W01001368,3,7,5,3,8.047253854,25.88525805,13.65634755,15.9631762
W01001369,2,9,5,6,3.483090746,47.3092043,15.01165936,22.188397
W01001370,8,4,7,6,27.63688286,10.89341877,22.65153431,20.29894005
W01001371,5,7,7,6,14.25212892,23.41119561,24.27170627,20.67267212
W01001372,7,5,8,6,25.28622422,12.78827746,28.68059611,22.15706504
W01001373,9,2,7,6,36.12425585,3.039236208,25.32382373,21.31120657
W01001374,2,9,7,7,3.18686294,45.84606115,24.46948494,24.71425559
W01001375,3,4,7,2,6.44975887,10.46584301,22.10456917,12.98131488
W01001376,3,6,7,3,5.39207161,20.57088172,21.85839342,15.98675325
W01001377,2,8,4,3,5.037177206,32.3244545,8.916473974,15.59501942
W01001378,3,7,7,4,5.627114354,24.05547689,21.6203951,17.17054026
W01001379,2,8,7,6,4.111951361,32.94724838,24.09421744,20.51010016
W01001380,3,8,6,5,5.900416728,32.99059154,18.05500828,19.12209137
W01001381,2,9,3,5,4.451428017,46.67544367,7.778647376,19.90557573
W01001382,4,5,5,1,10.70115167,11.76229195,13.02571409,11.82904496
W01001383,5,6,4,2,12.84812055,16.71704028,8.560887003,12.74876619
W01001384,1,8,9,8,2.279519556,35.07819488,44.50433188,27.36525723
W01001385,2,9,8,8,2.541117141,45.81812593,28.02182652,25.66393422
W01001386,1,9,9,9,2.053557723,43.15117984,44.25705126,29.95390211
W01001387,3,9,5,5,6.261849526,38.00455786,12.58333496,19.14046055
W01001388,3,9,7,7,6.099565416,40.04616801,23.4157127,23.3557389
W01001389,3,8,7,7,6.970516588,34.57370375,26.67315619,22.85747129
W01001390,2,9,10,9,3.233152158,37.12704957,50.47983311,30.34848199
W01001391,2,7,10,8,3.880226585,26.88580058,51.73971157,27.49575179
W01001392,3,9,10,9,7.109423596,38.94644148,52.51093862,32.91650963
W01001393,4,5,7,3,8.339352506,12.4895026,26.69051228,15.80628626
W01001394,3,7,8,6,6.689372017,24.9328657,31.77648775,21.17090806
W01001395,4,5,8,4,8.75987944,12.25102174,31.72240232,17.52450037
W01001396,5,6,8,6,12.51386221,20.41572065,32.79731946,21.89403498
W01001397,3,6,8,4,6.056340757,18.59689603,29.62945648,18.09925774
W01001398,6,6,7,5,19.70516241,16.22713496,24.12525693,19.98126427
W01001399,6,6,8,6,16.01986048,16.25800177,34.05850416,22.05358094
W01001400,3,7,7,4,7.731391001,20.9546302,21.10667143,16.64113487
W01001401,3,9,9,9,7.216390742,43.68292618,47.20306334,32.81061475
W01001402,3,9,9,9,6.609465004,44.70484854,37.03158357,29.60119454
W01001403,5,8,10,9,14.91676584,27.82581302,51.80688249,31.47958038
W01001404,3,9,6,7,5.823199721,47.02163891,20.40647061,24.64314844
W01001405,4,9,7,7,8.53721782,37.08608704,21.98964224,22.68313341
W01001406,2,7,7,4,3.540131544,24.45057543,21.78392939,16.67013575
W01001407,2,9,4,5,4.164054134,42.42060836,10.07387503,19.12152347
W01001408,3,8,5,4,5.930672174,34.17841059,12.30112092,17.63715132
W01001409,3,7,5,3,7.546351566,23.85660618,15.61083258,15.75311687
W01001410,3,8,6,5,6.118723608,31.39627239,17.68114776,18.52869017
W01001411,4,6,4,1,9.150953364,15.89464913,9.525730904,11.56748651
W01001412,5,3,5,1,14.68998789,7.961727074,12.77500011,11.77043325
W01001413,4,7,5,3,8.583790389,25.45344005,12.23712465,15.52507158
W01001414,2,9,8,8,2.71738736,37.08881561,34.61532459,24.92999225
W01001415,2,9,6,7,4.281718724,42.39997388,20.33918953,22.54089084
W01001416,2,9,10,10,3.125704033,49.49034764,52.79546723,35.28070472
W01001417,2,9,10,10,2.846325803,47.93030022,54.5457729,35.23569465
W01001418,2,9,4,4,2.603176018,36.26335859,10.99410668,16.81664521
W01001419,2,9,3,5,4.53542926,46.62168923,7.808422984,19.92484558
W01001420,4,7,7,6,10.07809067,25.39100178,24.63560966,20.08846171
W01001421,5,6,7,4,13.40649775,16.70578939,24.47263803,18.1800832
W01001422,7,4,6,4,23.49263921,9.996444742,17.01379179,16.76591344
W01001423,7,7,7,7,24.67215964,22.48752091,22.37210831,23.17036553
W01001424,10,3,5,8,53.85107002,6.233295682,14.8959625,24.80584126
W01001425,9,4,4,5,40.59573219,9.090291501,10.7696962,20.04129048
W01001426,6,8,5,6,20.10589568,29.6926768,11.95361175,20.67514756
W01001427,6,7,6,6,17.29364198,26.21962925,17.73754674,20.47496622
W01001428,2,8,7,6,3.405993938,35.70164685,20.92353145,20.16730331
W01001429,2,9,6,5,3.552191596,36.96363536,17.18198196,19.4099133
W01001430,1,9,3,5,2.14295962,49.11905997,6.080423169,19.41419671
W01001431,2,9,3,6,2.515612076,49.83445842,7.392780952,20.21348556
W01001432,2,8,4,3,3.42871695,33.18319879,11.51054695,16.21224467
W01001433,3,4,4,1,5.823900528,8.862824188,10.77317225,8.49039424
W01001434,2,9,4,5,2.738826967,47.51008515,8.988738373,20.02352551
W01001435,8,5,7,7,35.24884797,12.45301149,21.9429843,23.10732856
W01001436,10,3,7,9,64.77852002,5.269286975,24.50735065,31.25589489
W01001437,8,6,8,8,34.99084985,15.70110112,27.22448729,25.86943564
W01001438,4,8,5,4,8.463211722,31.78732012,12.61909187,17.76484902
W01001439,4,8,4,4,10.1000245,31.30696704,11.45766169,17.75840523
W01001440,4,9,4,6,10.15072098,40.56714629,10.58879963,20.63687154
W01001441,2,9,3,6,3.937616456,50.16451605,8.035677579,21.00712249
W01001442,3,9,4,5,7.168788361,37.9705083,10.79316973,18.83741899
W01001443,2,5,8,3,4.992522035,13.58552631,27.10573238,15.2115029
W01001444,2,8,8,6,4.6024531,29.66894881,28.69574659,21.07584849
W01001445,2,8,7,6,4.887989685,30.78451932,26.7356995,20.902554
W01001446,7,7,7,7,24.57059904,23.78610491,20.9546302,23.11060132
W01001447,7,7,4,6,22.98754589,26.14490332,11.10405233,20.13949454
W01001448,10,2,8,10,72.40910039,4.156883,27.17123763,34.27485176
W01001449,9,4,6,8,48.39845729,8.951774869,20.44216985,25.76101041
W01001450,2,8,5,4,4.723724027,32.18513162,11.92344161,16.43650941
W01001451,2,8,5,3,4.305980099,30.56566341,12.34574533,15.88739495
W01001452,3,10,5,7,5.301463111,51.14886902,12.87000689,23.38720057
W01001453,4,9,7,7,10.22697584,39.5094293,21.78954092,23.99865649
W01001454,4,9,7,8,8.984717722,44.51186689,26.24686262,26.76045626
W01001455,7,6,7,6,24.42538691,20.09546592,20.85607019,21.77533926
W01001456,6,6,6,5,19.35542477,17.7281373,18.68008835,18.57928601
W01001457,4,8,6,6,11.41383227,32.57424281,18.6127772,20.98402368
W01001458,6,6,6,4,16.9307236,17.87205119,17.50695175,17.44093027
W01001459,4,8,7,7,11.48991619,32.03131185,26.52098472,23.43424333
W01001460,4,9,7,7,10.35121844,37.83481192,25.16404237,24.58387212
W01001461,7,6,7,6,21.0685668,19.27353081,21.05769134,20.45466566
W01001462,5,8,7,6,12.42591456,30.87181515,20.77806223,21.45372949
W01001463,6,7,6,6,17.33175333,23.52741592,20.1764205,20.37701877
W01001464,1,10,7,8,2.120278251,53.26477842,24.52946781,26.90444086
W01001465,2,9,7,8,2.576993523,47.59610138,26.05859187,25.63241765
W01001466,1,8,8,6,2.354130803,32.47132269,27.6984779,20.95761059
W01001467,6,8,7,8,16.20511257,31.81333863,26.37323813,24.86739086
W01001468,4,8,9,8,8.886030378,33.25699934,37.56579756,26.63648299
W01001469,2,8,9,8,4.965500429,34.25548006,37.47959612,25.65374508
W01001470,2,9,4,6,4.818117235,44.89180007,11.10757928,20.51869187
W01001471,3,9,5,5,5.608361145,40.35230466,12.16314829,19.5843817
W01001472,4,9,6,7,10.67950284,36.88777093,19.55189521,22.51820347
W01001473,5,8,8,8,14.26224111,35.38020712,31.11465352,27.00364565
W01001474,3,9,4,6,5.259711289,46.36295193,9.648715548,20.68318451
W01001475,7,7,8,8,22.08750668,26.31679569,32.76111977,27.04775726
W01001476,3,8,7,6,7.726822952,34.06568094,21.84854472,21.34220285
W01001477,4,8,6,5,10.21764223,28.43578942,19.43381167,19.45314819
W01001478,6,7,6,5,18.1566179,22.29453092,19.33145636,19.95120502
W01001479,8,4,6,5,32.67312097,10.99673923,16.66196344,20.01946919
W01001480,5,8,5,6,11.86959951,34.80479146,14.25718446,20.4554678
W01001481,10,2,6,8,62.15945829,2.645252175,19.88785792,27.97500009
W01001482,1,9,4,5,1.132952936,47.77344678,8.232492873,19.33356902
W01001483,1,8,7,5,1.707001437,32.22706082,25.87855292,20.06043362
W01001484,1,8,7,5,2.003050478,30.1462051,26.48998238,19.65241058
W01001485,1,8,7,5,1.900594705,34.9485445,22.35628427,19.88727519
W01001486,2,5,8,3,2.568475418,13.32478503,28.90126083,14.91543987
W01001487,1,5,3,1,0.599672128,15.322001,5.854757169,7.339442008
W01001488,1,5,5,1,0.771748346,12.00490029,13.5305935,8.801438905
W01001489,1,7,6,3,0.827514369,25.17054238,19.49595216,15.26472836
W01001490,1,3,4,1,0.675742544,6.195516358,10.30518745,5.730182461
W01001491,4,6,2,1,8.088976754,18.34065417,4.766521165,10.47813673
W01001492,4,7,5,4,11.14552823,26.72700275,15.05663572,17.73389504
W01001493,4,6,4,2,11.28284295,16.04389183,11.01868886,12.81442872
W01001494,4,6,3,1,8.596436509,17.93129344,7.300679994,11.34268822
W01001495,4,5,5,2,10.86111703,13.45625105,11.69253819,12.01783158
W01001496,2,9,3,3,3.892466339,37.81790602,5.252190332,15.87582475
W01001497,6,3,5,2,18.12548963,7.455891778,14.44298594,13.28260014
W01001498,6,5,5,2,16.86607009,12.05170921,13.039137,13.96629947
W01001499,3,7,5,3,7.816063968,25.90706324,12.22693878,15.42259241
W01001500,3,9,5,4,5.391383838,36.00941005,12.53918607,18.16028749
W01001501,3,8,4,3,5.116552352,28.50895822,11.5491672,15.19273325
W01001502,3,8,4,3,5.843531782,33.75908369,8.819674955,16.31694668
W01001503,5,6,4,2,11.796794,16.26793205,11.12345727,13.09477982
W01001504,4,7,5,3,9.923461655,21.72649007,15.49422407,15.77484291
W01001505,4,8,7,6,8.41139192,33.06835741,23.00676883,21.61123457
W01001506,8,3,4,3,29.03352957,8.065788022,10.66998381,15.84452734
W01001507,5,4,5,2,14.60359444,8.564044735,14.64469371,12.5637103
W01001508,4,6,4,2,8.807703409,18.75005567,11.32019241,13.01722455
W01001509,2,7,6,3,4.514234663,21.87951199,18.31168818,14.97158861
W01001510,2,7,5,3,3.738975451,26.86304794,14.03778853,14.99976841
W01001511,2,8,4,2,3.3052735,28.06602248,10.35036517,14.04880841
W01001512,2,8,4,3,2.988378447,32.89488941,8.959805362,15.12716305
W01001513,2,9,2,3,3.585230427,38.1384061,3.777412537,15.39673025
W01001514,2,6,6,2,4.224118604,16.72942261,16.25800177,12.44710341
W01001515,2,4,7,2,4.137987994,11.36651879,21.02781033,12.16932984
W01001516,2,8,6,5,4.091793224,32.81317476,20.35500268,19.22392207
W01001517,3,7,5,3,5.507218943,26.94190315,12.61155948,15.13944395
W01001518,2,7,7,4,4.004213201,24.23578666,22.1986398,16.88710896
W01001519,7,4,4,3,26.80190247,9.331455917,10.74190671,15.56215204
W01001520,5,4,5,2,13.0458514,10.81666724,14.88868578,12.89606413
W01001521,7,2,5,3,24.36410522,4.412507942,15.09960223,14.52327616
W01001522,5,3,5,1,14.23090779,7.128700343,14.67144767,11.96153542
W01001523,2,6,3,1,4.471243173,19.89431738,5.60072533,10.08781751
W01001524,5,4,3,1,13.23658929,9.712530042,6.983042885,9.974738831
W01001525,3,7,3,2,5.881439442,24.52314645,5.718319848,12.16579036
W01001526,5,6,5,3,11.86777656,20.19474007,13.84429077,15.35119384
W01001527,7,3,6,4,24.79494708,7.55617277,19.26095758,17.10754728
W01001528,5,6,5,3,14.395123,18.32133945,14.02076732,15.60649922
W01001529,2,4,6,1,4.615083401,11.19238883,16.13697685,10.65359209
W01001530,2,8,4,2,3.387075228,28.08815235,8.763860975,13.55978075
W01001531,2,7,4,2,3.650813167,26.02483246,11.046815,13.69866033
W01001532,6,6,7,4,15.97950067,16.65073946,21.28030015,17.95698569
W01001533,2,9,5,5,4.487107597,41.21744967,12.28719354,19.54945226
W01001534,4,8,7,6,9.459148378,29.8017444,22.1316107,20.55754359
W01001535,3,9,6,6,6.872751496,37.42969153,18.03235679,20.94478086
W01001536,2,8,5,3,4.019110694,28.40022723,13.0506486,15.28909782
W01001537,2,8,5,4,4.098293918,34.14477373,12.63133727,17.13000136
W01001538,3,7,5,3,5.707858117,23.95659742,14.52059269,14.82063189
W01001539,4,5,5,2,9.220709787,12.84526735,14.41038759,12.16565303
W01001540,3,6,3,1,6.26899353,16.5042089,5.661882947,9.548620265
W01001541,2,9,2,4,3.22501352,42.63144988,4.1438503,16.92641802
W01001542,1,10,3,6,2.111331233,56.05744135,6.342706188,21.84936241
W01001543,3,7,3,2,6.605114414,22.23008237,7.48751225,12.20879481
W01001545,5,6,2,1,11.88418831,17.19002178,4.24308453,11.16660744
W01001546,6,6,2,2,16.4752372,17.19806441,4.713037174,12.83947244
W01001548,1,10,2,9,0.442180467,83.49328433,3.507791059,29.69120727
W01001549,1,10,1,8,0.555042071,76.62574135,2.241105017,26.9754806
W01001551,6,4,3,1,15.68495573,9.529023929,7.85660362,11.00858272
W01001552,2,10,2,6,4.896065567,52.04092384,3.750499834,20.54728069
W01001553,4,10,1,6,8.772622778,53.72698423,2.283725041,21.91576942
W01001554,7,6,2,3,20.75390656,19.97845592,4.094393281,14.99261396
W01001555,1,10,2,7,1.050801502,63.26506726,4.141244646,23.2234981
