lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
E01019598,9,4,5,6,37.12431646,11.1764632,12.64358919,20.22340635
E01019599,4,8,3,3,9.636304732,31.54803404,5.182567428,15.61655939
E01019600,5,8,3,4,11.90517593,33.60378634,5.072421234,17.02789442
E01019601,7,5,4,3,22.99937349,11.57975012,10.41701496,14.96452323
E01019602,1,10,6,9,0.548355026,66.43768886,16.86380484,28.33482697
E01019603,1,10,6,9,1.684745733,64.53425396,18.43504637,28.58117774
E01019604,1,10,4,7,1.601769758,60.79654411,9.236962577,24.24760667
E01019605,1,10,7,9,1.382915836,74.91020602,21.17760511,32.91444196
E01019606,2,10,3,7,2.787292811,55.6624583,7.915628459,22.45719984
E01019607,2,10,5,8,3.796013514,55.01093078,15.04826136,24.92232717
E01019608,3,8,5,5,7.198528302,35.82270879,14.46848558,19.32983557
E01019609,3,9,5,6,7.612158104,42.57595992,14.56974275,21.79585366
E01019610,3,9,4,5,6.399403601,38.99382245,9.965377651,18.65827745
E01019611,1,10,5,10,1.337894554,83.22805381,14.17542125,33.41693251
E01019612,2,10,6,8,3.189987657,54.64507883,20.31943838,26.33743739
E01019613,1,10,6,10,1.358085512,82.56820003,18.11472427,34.49921524
E01019614,1,10,4,6,0.942854316,52.73612397,8.864423864,21.16668395
E01019615,1,10,4,7,0.844439894,61.26794592,9.159053715,24.1322545
E01019616,1,10,6,9,1.392161874,70.71170952,19.63862119,30.98213965
E01019617,1,10,4,9,1.848063503,70.73526504,10.36402119,28.07997806
E01019618,2,10,4,8,2.555704172,61.33049198,10.76013977,25.24659578
E01019619,2,10,5,7,3.154391024,54.5924517,14.15125083,24.27229539
E01019620,2,10,4,8,3.355578585,60.39466581,11.41919465,25.40986154
E01019621,5,8,5,4,11.88327623,29.60579359,12.05538453,17.96572787
E01019622,6,7,5,4,16.08217534,24.07096528,13.45136852,17.93019767
E01019623,9,3,6,6,40.02445624,6.688644338,16.82193796,21.03344916
E01019624,7,8,7,7,21.2912814,27.03688767,21.05225554,23.165909
E01019625,6,8,6,7,17.74460635,31.08100575,20.49118119,23.18535184
E01019626,4,9,6,7,9.814002628,45.63539088,17.55475346,24.54772241
E01019627,2,10,7,8,4.333551087,54.47012132,24.3249078,27.97713268
E01019628,5,8,5,6,11.75140731,34.5541435,14.6025679,20.44522061
E01019629,1,10,7,9,1.489470341,68.26821888,22.62823997,31.17003882
E01019630,2,10,3,7,3.059113685,55.44322538,7.930216359,22.47717555
E01019631,1,9,7,7,1.432078043,45.34443856,24.54844232,23.99068083
E01019632,1,10,5,8,2.317396636,62.84316616,12.49699512,26.25542577
E01019633,1,9,5,4,1.520835698,36.17402619,15.12689093,17.79291869
E01019634,1,10,5,7,1.839811078,53.31997623,15.16998901,23.74202595
E01019635,1,8,5,3,1.612271286,27.53398922,15.23848116,14.92230464
E01019636,1,6,6,2,1.822137274,15.7647165,18.54566246,12.08137752
E01019638,5,6,6,4,14.65086494,19.744923,19.16812869,17.87354172
E01019639,7,4,8,6,25.89196513,10.03428568,28.77925307,21.45315914
E01019640,4,8,6,5,11.50157478,28.78305603,17.95503313,19.50691966
E01019641,5,7,9,9,12.55326694,24.55951801,48.01790546,28.33872301
E01019642,3,8,10,10,7.245446828,27.5935031,65.73492783,33.46531469
E01019643,4,7,10,9,8.087430111,26.99110541,55.65022371,30.2104016
E01019644,8,4,8,8,28.43017068,11.25176466,35.42839149,24.8989255
E01019645,8,4,8,7,30.68102587,8.327628314,34.13997247,24.22232308
E01019646,7,6,9,8,25.87687694,16.83211479,40.31145952,27.56507006
E01019647,10,2,8,10,73.75296052,2.419916983,29.12406316,34.77218959
E01019648,7,6,9,8,23.40366911,17.66941537,38.72856527,26.51123857
E01019649,9,2,8,8,46.58454808,3.156263158,28.22509239,25.76031083
E01019650,5,8,9,9,13.47676903,32.11029067,46.86666686,30.83083267
E01019651,7,6,9,8,21.62596686,18.04546809,37.30540175,25.58281079
E01019652,9,2,8,7,37.23389483,4.790629596,31.02433652,24.15403041
E01019653,7,7,8,8,20.88168217,22.58607903,35.41316447,26.25656626
E01019654,2,9,10,10,3.62786978,40.87712688,60.59093632,35.09042915
E01019655,2,8,10,9,4.222157504,29.2848172,55.79131589,29.76128407
E01019656,3,9,9,9,5.378320084,41.56619873,41.7693175,29.69122797
E01019657,8,3,9,8,30.93019699,5.742050738,41.5960545,25.88596024
E01019658,5,7,10,9,14.09696008,26.23494406,51.06354122,30.42284641
E01019659,5,7,9,8,14.34634429,23.4503732,45.64726423,27.7710177
E01019660,8,4,9,8,33.27086334,9.90002202,36.79867934,26.48895657
E01019661,10,3,8,9,50.75500104,6.54067711,32.66411446,29.75213834
E01019662,10,4,8,10,56.30779529,10.46498548,35.5225149,33.86209743
E01019663,5,6,9,7,13.48263467,17.76579817,40.61480921,23.89252786
E01019664,5,7,7,5,12.4072456,21.46078148,25.48307534,19.80047161
E01019665,6,6,8,6,18.07410053,18.01568048,27.44769755,21.14752473
E01019666,4,5,9,6,10.36829036,15.07339359,39.36738515,21.53772674
E01019667,4,6,8,6,11.53299269,18.14224577,34.99583206,21.52287573
E01019668,5,6,8,6,12.91384214,20.20783442,31.82418836,21.63421377
E01019669,4,8,8,7,10.76187701,29.98534889,32.10369873,24.34065862
E01019670,3,9,7,7,6.214754674,39.29819256,21.63293346,22.55112256
E01019671,3,9,7,8,6.450479031,43.62846967,24.65308284,25.0978551
E01019672,10,2,7,9,55.51607108,3.844832393,26.83332841,28.48254484
E01019673,8,4,7,7,33.77089148,9.627207721,26.51064596,23.16615798
E01019674,8,3,8,7,31.04321075,6.000481735,34.43956177,23.64947872
E01019675,9,4,8,9,45.13442105,9.946086805,34.92121186,29.80002837
E01019676,8,4,9,8,34.7283248,8.561676395,36.05371434,26.26904289
E01019677,6,7,9,8,16.62270344,21.77831924,43.95715971,27.39598338
E01019678,5,8,9,9,14.66938857,30.56977355,47.4543466,30.89455561
E01019679,9,3,7,8,46.14347041,7.266330268,26.65928074,26.49546017
E01019680,9,5,7,8,41.8665149,12.06825278,25.04089001,26.18264956
E01019681,8,7,7,8,31.81550816,20.90732269,23.58043809,25.38915198
E01019682,10,1,8,10,92.64690923,2.061292148,29.26150606,40.93061637
E01019683,2,7,10,8,3.548382475,26.28606718,51.26481869,27.02561923
E01019684,2,7,9,8,4.297452916,26.94892561,49.01341474,26.75522103
E01019685,3,4,9,5,5.188702155,8.861224624,44.34666418,19.35948726
E01019686,2,9,10,9,4.037908252,39.52762591,51.67273624,31.82390549
E01019687,2,7,10,8,3.510959685,22.5730103,51.01349587,25.66789383
E01019688,8,5,9,9,30.17649129,13.35879672,49.82021497,30.94090395
E01019689,7,6,9,9,23.4142069,16.57903538,46.44067773,28.68898396
E01019690,8,2,9,8,35.43600879,3.302761132,38.26154908,25.44313288
E01019691,4,8,8,7,10.1422638,31.38988193,28.76784795,23.51289673
E01019692,8,5,7,7,29.14530344,12.97592603,26.91032862,22.91017343
E01019693,9,2,9,9,44.68965407,4.333551087,36.99079056,28.4279541
E01019694,6,8,9,9,17.8082405,29.02584101,43.74844464,30.18249204
E01019695,8,6,9,9,32.09710868,16.98986471,39.15147275,29.28858587
E01019696,8,3,9,8,30.30006762,6.727971998,44.62518932,27.01284527
E01019697,4,8,10,9,8.620166743,28.14357035,55.40688887,30.69774227
E01019698,5,6,10,8,12.34016254,15.95444778,55.41294097,27.78303641
E01019699,3,8,10,9,7.980192421,27.78389653,52.74151249,29.48468744
E01019700,5,6,10,9,11.9691694,16.61261883,56.3708119,28.20048423
E01019701,2,10,7,8,3.069680587,50.71548921,25.88022902,26.7967365
E01019702,2,8,9,9,3.35998552,35.39034281,46.77085654,28.57589444
E01019703,2,8,9,8,3.133184147,28.78115447,43.559676,25.19423637
E01019704,2,9,9,9,3.780618529,46.63408296,42.17761222,31.02180435
E01019705,5,6,9,6,13.4689505,16.21502003,36.50151529,22.00336052
E01019706,4,7,9,7,9.155003183,26.59175755,36.42980899,24.08418558
E01019707,4,8,9,8,8.802916535,28.52211576,37.44354306,24.95885102
E01019708,6,5,9,7,17.67058834,15.13424342,36.92567187,23.16240863
E01019709,5,6,9,7,15.23742589,17.44298313,36.18976554,22.90158743
E01019710,8,6,4,5,27.49979338,18.13865414,9.262177121,18.29859267
E01019711,2,9,9,9,3.445141987,47.57887238,36.57077774,29.38207012
E01019712,2,9,9,8,4.279097405,42.77076332,36.22653263,27.90891744
E01019713,3,9,8,8,5.927856035,40.89643884,29.85547654,25.71328895
E01019714,3,9,3,6,6.429603531,46.17990552,7.851245229,20.41384797
E01019715,10,2,3,10,95.36801387,2.778696478,7.771781553,34.98088929
E01019716,10,4,3,8,57.21268265,11.34067141,7.430326055,25.18802115
E01019717,10,2,4,9,85.44081962,4.0314246,9.079793028,32.56248654
E01019718,5,8,8,8,14.88764643,33.07523175,34.50531553,27.54525624
E01019719,8,4,9,9,35.37007589,9.503515305,40.57349564,28.29257381
E01019720,9,3,9,8,36.93651219,5.088705942,37.99036442,26.4560293
E01019721,6,6,7,5,17.43601548,17.60616362,23.96276495,19.64769317
E01019722,8,7,4,6,31.5544686,21.33250785,8.25273467,20.38942975
E01019723,8,4,3,4,34.24824382,10.85239461,7.616703434,17.50524676
E01019724,9,6,3,6,38.89915791,20.25372342,6.753498113,21.95164245
E01019725,5,9,4,6,13.70170889,40.95447218,8.955789765,21.4014951
E01019726,4,9,6,7,8.167993778,47.01323529,18.09918319,24.6526684
E01019727,6,5,5,3,18.52860994,12.49886863,12.72480519,14.56324232
E01019728,3,8,4,3,7.380029566,27.62060586,10.74277462,15.37153137
E01019729,4,7,4,2,9.29719796,21.33525891,11.41115155,14.08774337
E01019730,3,4,6,1,8.061153079,10.31029746,16.82532974,11.71804047
E01019731,3,7,5,3,7.767968092,26.33217535,13.30634258,15.90746214
E01019732,4,7,4,3,11.05649131,20.9248827,11.09083107,14.4230765
E01019733,4,5,5,2,10.59569778,13.90197021,12.86048853,12.46721136
E01019734,2,9,6,6,3.799863871,43.32945227,15.96206968,21.25345184
E01019735,1,10,5,7,0.471593418,54.68023061,13.74122639,23.28150894
E01019736,1,10,5,9,0.939453695,74.46245803,12.8681029,29.87372941
E01019737,1,9,8,8,0.890766644,49.78701453,30.09380334,27.15249303
E01019738,9,2,5,6,47.11006276,4.116505645,13.42404545,21.37586763
E01019739,10,1,5,9,74.72725588,0.300086393,13.99675879,29.38095422
E01019740,8,4,5,4,27.72570472,9.569401802,15.3633444,17.47298282
E01019741,2,10,8,9,3.848690932,54.85679989,35.34982681,31.58682282
E01019742,2,10,5,8,3.089584404,59.89647829,15.38351301,26.46092477
E01019743,7,7,7,8,25.1007634,23.44132629,26.86829655,25.11984072
E01019744,6,8,9,9,18.80297924,32.82677373,36.27915921,29.33820875
E01019745,9,4,7,8,41.15874983,11.21452607,25.48637051,25.80582857
E01019746,9,4,6,7,47.62196911,8.809299255,17.25559368,24.40475747
E01019747,8,6,5,6,30.86973282,18.56028898,14.90428158,21.41592301
E01019748,10,3,7,8,51.01349587,6.980094907,21.46078148,26.28974379
E01019749,3,8,5,4,7.48148595,29.42713794,13.03338337,16.77513378
E01019750,6,6,5,3,17.3271304,18.37207521,12.01774031,15.93031291
E01019751,5,5,5,2,14.77877581,13.93285831,12.52417597,13.74714591
E01019752,3,3,5,1,6.803904155,5.632673798,12.60873547,8.321280167
E01019753,4,5,5,2,8.4231589,13.27822205,14.80982915,12.18148155
E01019754,2,9,3,6,4.109999801,47.73873525,7.815299756,20.16651884
E01019755,3,9,7,8,6.451919419,46.35886836,22.20435344,25.21858529
E01019756,4,5,4,1,11.27484738,12.69549659,11.53658604,11.84424187
E01019757,6,4,4,2,19.77703814,10.8715883,11.14111234,13.89932968
E01019758,4,7,5,3,9.942733526,24.59594718,13.25788036,16.01882462
E01019759,5,7,3,3,12.72291318,25.27642575,7.239483612,15.1815757
E01019760,7,4,3,2,21.48153794,11.15524617,6.768827391,13.11540425
E01019761,4,7,3,3,11.18530941,25.36476261,7.64930461,14.83944191
E01019762,9,5,3,5,41.20765595,11.99939961,6.952844011,19.97276086
E01019763,2,8,3,3,3.424928222,35.04072067,5.88284463,14.98541007
E01019764,2,9,5,6,4.087893688,42.11641334,15.35273644,20.73498848
E01019765,3,6,7,4,7.045037863,18.64579624,24.00443908,16.58589811
E01019766,4,9,9,9,8.910061446,42.52060352,46.15560903,32.62867645
E01019767,2,6,8,5,5.010103118,20.49515967,34.30377996,19.9419357
E01019768,7,5,5,3,22.47739915,12.16222509,12.61250089,15.71482355
E01019769,2,10,7,8,2.585514785,53.11092558,22.60642294,26.37105415
E01019770,2,10,5,7,3.169372366,51.3103499,11.96276203,22.43912332
E01019771,2,9,4,6,3.68782572,46.92936757,10.58362738,20.6655645
E01019772,2,9,6,6,4.790629596,43.39038103,15.67634949,21.50683265
E01019773,9,3,9,9,38.07565675,7.917163592,39.93472519,28.43526166
E01019774,4,8,8,8,9.296382916,33.73312787,35.34729693,26.20167783
E01019775,8,4,9,9,30.59033528,11.24821553,42.91444078,28.08096938
E01019776,8,5,9,9,35.44870989,13.25110379,45.04940514,31.06975325
E01019777,6,7,8,8,19.34911488,22.35340834,35.03572872,25.54715722
E01019778,5,8,8,8,13.08617898,29.68080975,33.49149781,25.46210866
E01019779,6,6,9,8,19.48071855,18.64702008,41.55956937,26.48328184
E01019780,7,5,9,8,23.35105241,12.91193452,41.45045997,25.77455682
E01019781,7,5,9,8,24.07561383,11.66541857,39.24119006,24.8607876
E01019782,8,4,8,7,28.09737941,9.247533053,31.87851396,22.93620605
E01019783,6,7,8,8,19.98883274,21.83448246,33.15098536,24.95986401
E01019784,6,8,7,7,16.77563377,29.83954281,26.57620338,24.45155082
E01019785,5,8,7,7,14.77567278,30.65625659,25.31073867,23.65164302
E01019786,9,3,8,9,43.03427248,7.805367301,34.82951245,28.34887391
E01019787,4,5,7,3,10.52508967,12.18716452,21.75168967,14.79497312
E01019788,3,7,6,4,7.272300449,25.60531208,16.77789035,16.64236907
E01019790,3,8,6,5,5.194838518,34.97342057,16.90347892,19.18340775
E01019791,5,4,4,1,11.90152453,11.325533,11.06001098,11.42798794
E01019792,3,8,6,5,5.360455383,33.7001355,16.79256352,18.76854231
E01019793,7,5,8,6,22.04490575,13.26078521,28.52211576,21.19578407
E01019794,4,5,8,5,8.44356927,14.42668099,31.9526033,18.23580848
E01019795,5,5,8,5,14.10499507,13.92189327,31.50304241,19.78409608
E01019796,3,6,7,3,7.327598218,16.73730575,20.76463928,14.96112233
E01019797,4,6,7,3,8.918077385,17.67058834,21.29952078,15.97980743
E01019798,3,9,7,7,6.54067711,37.7419829,24.08956513,22.94025413
E01019799,2,9,8,8,4.162750126,45.24696978,28.80208028,26.26236376
E01019800,2,8,8,7,4.86579562,33.78034208,32.48695477,23.81172393
E01019801,3,8,5,4,7.638685199,31.18843008,13.85124441,17.695743
E01019802,6,4,5,2,16.31322433,8.515936363,12.09217007,12.26919851
E01019803,3,8,4,4,6.832443467,33.66248779,11.32998444,17.43884706
E01019804,3,8,5,4,7.687271153,31.97662457,14.13716314,18.07411567
E01019805,3,9,8,8,7.107200395,35.90550008,31.2878752,24.87824498
E01019806,5,5,5,2,15.13424342,13.04681076,12.67755169,13.61380805
E01019807,4,7,5,3,9.582601781,22.99493742,12.87191103,15.22826795
E01019808,4,6,9,7,9.465715858,17.77993691,42.35532923,23.14612343
E01019809,4,6,9,7,11.39239524,17.62371611,44.71244955,24.50666226
E01019810,5,6,9,7,12.27234694,20.23797973,39.56102378,23.98592545
E01019811,5,7,9,8,13.75309489,20.82241362,40.56397227,25.0042528
E01019812,3,9,9,9,6.466328265,38.82547139,44.55335365,30.0371553
E01019813,3,8,9,9,7.635651982,32.87897769,46.12729553,28.9206251
E01019814,2,9,8,9,4.801352571,48.0882307,34.68158348,29.37936734
E01019815,3,8,5,4,5.835116335,32.55855131,15.57867948,18.13646007
E01019816,2,9,6,7,4.050232229,49.08225874,19.70003701,24.52555682
E01019817,2,9,9,9,4.465296833,41.54962892,49.68298119,31.99580558
E01019818,3,9,9,9,6.093182896,48.69483961,36.84723197,30.72658237
E01019819,2,10,9,9,3.35809673,55.81594226,36.8121559,32.23360374
E01019820,2,9,9,9,4.734415848,47.53585626,40.14880046,30.97365251
E01019821,4,6,9,7,9.108877469,19.28736931,38.3420911,22.21652519
E01019822,3,9,9,9,5.405831363,42.56557044,44.86117339,31.06040552
E01019823,4,5,7,4,8.59011258,13.66225918,26.96122006,16.37710789
E01019824,4,8,8,8,10.76448311,31.98755163,32.16750006,25.043322
E01019825,4,8,9,8,8.190509054,30.63769711,37.88842938,25.6228667
E01019826,3,7,9,7,7.717689575,23.2865734,42.84424208,24.6028724
E01019827,2,9,7,7,4.292206989,46.66716558,22.1373077,24.58857614
E01019828,4,4,7,3,8.152478833,8.199832171,27.00518256,14.3899712
E01019829,4,8,8,6,8.816481933,28.11584466,29.19558584,22.10336955
E01019830,4,8,8,8,10.77751805,35.79689751,29.12599329,25.3391039
E01019831,5,8,9,8,12.18254407,30.46314791,37.22840349,26.66308298
E01019832,2,10,9,9,3.83454612,54.49337224,38.3709246,32.4555519
E01019833,2,10,9,10,4.585180762,57.29793269,45.40311871,35.97743594
E01019834,2,10,9,10,3.707632744,56.45299246,47.3902003,36.05630234
E01019835,4,9,8,8,8.6724596,43.21163756,28.52963773,26.96864889
E01019837,7,6,7,6,22.35053278,15.7571597,24.91517875,20.9551191
E01019838,6,6,7,6,16.75308014,19.5048431,26.11609683,20.77847505
E01019839,2,9,7,7,2.878981968,41.8161891,23.52438977,22.93061697
E01019840,2,7,7,5,2.457420771,26.02145925,25.86514851,18.19374401
E01019841,1,9,8,8,2.377647365,45.41487272,30.66657388,26.34564974
E01019842,2,8,10,10,4.136034224,35.15081861,67.1726919,35.48315795
E01019843,2,10,4,7,2.532612309,53.63155618,11.47288735,22.85654399
E01019844,4,8,9,9,10.3179646,34.02265379,46.62581973,30.35915112
E01019845,4,5,9,7,8.090523501,15.00434594,49.3876446,24.06927309
E01019846,3,5,9,6,6.557312156,13.25303975,44.83440845,21.46530132
E01019847,3,7,6,5,7.969419167,26.19922536,20.28130084,18.23047422
E01019848,3,6,6,2,6.041478913,17.13494797,18.83503871,14.03513313
E01019850,2,9,5,7,4.041799321,49.82970962,15.12479065,23.26707596
E01019851,2,9,6,7,3.565528489,45.14991231,17.64245354,22.34960425
E01019852,3,8,7,5,5.939827011,32.42226235,21.42761006,20.05482343
E01019853,3,8,9,9,5.206433896,31.51588818,48.0882307,28.3026413
E01019854,4,5,9,7,9.020928909,12.79776597,49.62172741,23.70331701
E01019855,2,9,8,7,4.518207162,36.82294284,31.09361789,24.27170283
E01019856,4,6,9,7,9.618114307,16.99783763,46.2042277,24.20063766
E01019857,4,8,9,8,8.768639727,30.05357537,35.95479879,24.97695033
E01019858,4,7,9,8,11.47199144,24.63084655,43.81049504,26.61770836
E01019859,6,7,9,9,19.60287088,24.93930069,47.43294462,30.60118135
E01019860,4,7,9,7,9.974609431,23.05860289,39.53369464,24.17766533
E01019861,3,5,8,5,7.819121073,15.46969395,33.88455576,19.0219093
E01019862,3,8,8,8,6.177005768,34.77269384,33.83002153,25.02503491
E01019863,3,6,10,8,8.005606504,16.32317849,51.23451455,25.09912063
E01019864,3,8,9,8,5.234423293,29.31204342,44.67446963,26.43602943
E01019865,3,7,10,8,7.541064962,23.46696844,52.21934811,27.69970558
E01019866,1,10,7,9,1.638546104,55.3645687,26.89455759,28.23987758
E01019867,2,9,7,7,4.386817221,43.06255914,25.72986711,24.57977594
E01019868,1,10,8,9,2.236907316,50.89880315,31.75916657,28.52429745
E01019869,2,9,9,8,2.497411473,38.85491768,37.81508958,26.51379736
E01019870,1,10,8,9,1.927792768,58.38766315,28.42455331,29.86807968
E01019871,1,10,9,10,2.215930298,57.58218613,40.57984675,33.70054971
E01019872,2,9,8,8,4.679005932,40.70404513,30.53896539,25.46130588
E01019873,4,9,8,8,9.470642699,37.60204291,28.31435632,25.25374427
E01019874,4,8,8,7,9.627207721,31.37923509,32.54734965,24.58654386
E01019875,6,7,8,7,19.74620675,20.6468539,27.07746346,22.47174149
E01019876,6,4,10,8,20.46467561,8.68436094,51.39659999,26.66690367
E01019877,9,2,9,9,43.00249151,2.537471828,41.22398113,28.65747639
E01019878,7,4,9,7,23.96739168,11.42366426,36.35303931,23.78978808
E01019879,6,7,9,8,15.94574013,22.86813275,42.93202398,27.20482729
E01019880,2,7,8,5,3.589681589,23.76621975,27.3331433,18.28504693
E01019881,2,9,7,7,2.584297268,48.19412339,22.55994899,24.68360322
E01019882,2,9,8,8,3.436296279,40.33030211,32.47802085,25.56402737
E01019883,3,7,10,8,5.612527203,20.86280742,51.86387306,26.06056661
E01019885,3,5,10,8,6.85735282,12.99123396,58.68579831,26.04625942
E01019886,1,10,2,6,1.690600409,57.11470826,2.930216098,20.94387026
E01019887,4,5,3,1,8.787764669,14.15527747,7.789331621,10.28323612
E01019888,4,5,3,1,9.008852178,13.702696,7.002213956,9.942568466
E01019889,2,8,3,2,4.635705637,32.46462648,5.101606184,14.2512859
E01019890,2,10,2,7,2.650746048,65.63086954,2.752313527,24.0975053
E01019891,1,10,2,7,1.526648795,63.67750587,2.906745343,23.11337206
E01019892,2,9,2,4,2.535649388,43.48027639,4.641696202,17.15181802
E01019893,2,9,3,5,2.589776599,46.0345101,5.235106387,18.23394482
E01019894,6,7,2,3,16.78353277,22.59188974,3.940199142,14.52007404
E01019895,2,10,2,5,4.523504896,50.58263568,3.664845401,19.90025173
E01019896,6,7,1,2,16.21502003,21.75729333,2.117295525,13.44714387
E01019897,5,7,2,2,12.05906044,26.70614396,3.376361529,14.1737782
E01019898,2,9,3,5,3.226891412,45.89803104,6.774669805,18.90584576
E01019899,1,9,3,5,1.933117892,46.94611666,6.196228601,18.64436401
E01019900,1,10,2,7,1.785066433,61.5823911,4.522180348,23.01940441
E01019901,1,10,1,8,1.497017352,73.09079039,1.419922309,25.81345882
E01019902,1,10,2,9,0.99903726,79.56071885,2.448341665,28.18827945
E01019903,1,10,2,6,2.330638261,56.17601975,3.436296279,21.00293511
E01019904,7,7,2,4,22.42829961,25.7965733,4.805374976,17.75794753
E01019905,3,8,2,3,6.74474311,35.01826542,2.51864691,14.96312895
E01019906,5,4,2,1,15.36228338,10.81840875,4.941882539,10.37863373
E01019907,5,8,2,4,15.28813363,34.1015985,3.792163802,17.89104164
E01019908,3,7,2,2,7.99636177,25.27805854,4.277786858,12.64500895
E01019909,4,7,3,3,10.28135575,26.06366006,6.792936918,14.496161
